id,name,module,category,status,relationship,local_status,green_eligible,rustswitch_interface,differences,runtime_reason,runtime_scope,source_path,source_line,document_path,status_snapshot_scope,current_release_gate
registration:api:mod_commands:break:7648,break,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7648,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:coalesce:7645,coalesce,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7645,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:complete:7649,complete,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7649,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:cond:7650,cond,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7650,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:console_complete:7651,console_complete,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7651,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:console_complete_xml:7652,console_complete_xml,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7652,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:create_uuid:7653,create_uuid,mod_commands,fs_api,partial,direct_comparison,not_run,False,入站 ESL api/bgapi create_uuid,"[""完整原版命令参数、权限、错误、并发及事件分支尚未全部差分。"", ""变量数组/展开、完整挂机原因及原版完整status格式不支持；有界额度超限会显式失败。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7653,api/esl-reference.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:db_cache:7654,db_cache,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7654,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:domain_data:7655,domain_data,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7655,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:domain_exists:7656,domain_exists,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7656,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:echo:7657,echo,mod_commands,fs_api,partial,direct_comparison,not_run,False,入站 ESL api/bgapi echo,"[""完整原版命令参数、权限、错误、并发及事件分支尚未全部差分。"", ""变量数组/展开、完整挂机原因及原版完整status格式不支持；有界额度超限会显式失败。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7657,api/esl-reference.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:escape:7659,escape,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7659,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:eval:7660,eval,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7660,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:event_channel_broadcast:7658,event_channel_broadcast,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7658,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:expand:7661,expand,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7661,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:file_exists:7787,file_exists,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7787,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:find_user_xml:7662,find_user_xml,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7662,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:fsctl:7663,fsctl,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7663,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:getcputime:7788,getcputime,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7788,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:getenv:7676,getenv,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7676,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:gethost:7675,gethost,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7675,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:global_getvar:7667,global_getvar,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7667,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:global_setvar:7668,global_setvar,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7668,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:group_call:7669,group_call,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7669,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:help:7670,help,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7670,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:host_lookup:7671,host_lookup,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7671,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:hostname:7672,hostname,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7672,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:hupall:7677,hupall,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7677,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:in_group:7678,in_group,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7678,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:interface_allowlist_dump:7639,interface_allowlist_dump,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7639,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:interface_ip:7673,interface_ip,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7673,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
registration:api:mod_commands:is_lan_addr:7679,is_lan_addr,mod_commands,fs_api,not_implemented,no_compatible_entrypoint,not_run,False,未提供此 FreeSWITCH 注册入口,"[""注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。"", ""实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。""]",未采集绑定当前源码的必需运行证据,没有绑定此原始条目的当前本地运行证据,src/mod/applications/mod_commands/mod_commands.c,7679,freeswitch-compatibility/05-api-contracts.md,historical_runtime_snapshot,blocked
